game_id,msrp_price_x,switch_date_x,publisher_x,download_size_x,meta_critic_x,user_score_x,usk_rating_x,languages_x,platforms_x,hltb_main_story,hltb_main_plus_extra,hltb_completionist,avg_score,lang_count,plat_count,success,genres,offline_players,local_wireless,online_players,developer,publisher_y,meta_critic_y,user_score_y,opencritic_score,usk_rating_y,play_modes,languages_y,platforms_y,title
my-memory-of-us,14.99,2019-01-24,Crunching Koalas,2.499,77.0,7.4,6.0,"Japanese, English, Spanish, French, German, Italian, Portuguese, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",5.0,5.5,7.0,75.5,11,4,1,Adventure; Platformer; Puzzle; Action,1,,,Juggler Games/Crunching Koalas,Crunching Koalas,77,7.4,74.0,6.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, French, German, Italian, Portuguese, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",My Memory of Us
timelie,19.99,2021-12-15,Silver Lining,2.107,77.0,7.3,6.0,"Japanese, English, Portuguese, Spanish, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, Steam",5.0,6.0,7.0,75.0,11,2,1,Puzzle; Adventure,1,,,Urnique Studio Company,Silver Lining,77,7.3,79.0,6.0,"TV, Tabletop, Handheld","Japanese, English, Portuguese, Spanish, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, Steam",Timelie
golf-club-wasteland,9.99,2021-09-03,Untold Tales,1.309,77.0,7.2,12.0,"Japanese, English, Spanish, French, German, Italian, Portuguese, Russian, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",2.0,3.5,5.5,74.5,10,4,1,Sports; Arcade; Adventure; Platformer,1,,,Demagog Studio,Untold Tales,77,7.2,77.0,12.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, French, German, Italian, Portuguese, Russian, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",Golf Club Nostalgia
kero-blaster,9.99,2018-08-23,PLAYISM,0.07421875,77.0,7.3,6.0,"Japanese, English, Spanish, French, German, Italian, Portuguese, Russian, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Steam",3.0,6.0,14.5,75.0,10,3,1,Action; Arcade,1,,,Studio PIXEL,PLAYISM,77,7.3,74.0,6.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, French, German, Italian, Portuguese, Russian, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Steam",Kero Blaster
arms,59.99,2017-06-16,Nintendo,3.244,77.0,7.2,6.0,"Japanese, English, Spanish, French, German, Italian, Dutch, Russian, Korean",Nintendo Switch,2.0,18.5,95.0,74.5,9,1,1,Fighting; Multiplayer; Action,1 - 4,2 - 4,2 - 4,Nintendo,Nintendo,77,7.2,78.0,6.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, French, German, Italian, Dutch, Russian, Korean",Nintendo Switch,ARMS
borderlands-3-ultimate-edition,59.99,2023-10-06,Take-Two Interactive,9.406,77.0,7.2,18.0,"Japanese, English, Portuguese, Spanish, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",35.5,62.0,110.0,74.5,11,6,1,Action; Role-Playing,1,1 - 2,1 - 2,Gearbox Software,Take-Two Interactive,77,7.2,,18.0,"TV, Tabletop, Handheld","Japanese, English, Portuguese, Spanish, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",Borderlands 3 Ultimate Edition
steamworld-build,29.99,2023-12-01,Thunderful,0.8857421875,77.0,7.2,6.0,"Japanese, Portuguese, English, Spanish, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",9.0,13.5,31.5,74.5,11,6,1,Simulation; Strategy,1,,,Thunderful Development,Thunderful,77,7.2,77.0,6.0,"TV, Tabletop, Handheld","Japanese, Portuguese, English, Spanish, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",SteamWorld Build
pinstripe,14.49,2018-10-25,Serenity Forge,1.168,77.0,7.2,12.0,"English, Portuguese, Spanish, French, German, Russian","Nintendo Switch, PlayStation 4, Xbox One, Steam",3.0,4.0,6.5,74.5,6,4,1,Adventure; Puzzle; Platformer; Action,1,,,Atmos Games,Serenity Forge,77,7.2,74.0,12.0,"TV, Tabletop, Handheld","English, Portuguese, Spanish, French, German, Russian","Nintendo Switch, PlayStation 4, Xbox One, Steam",Pinstripe
tails-of-iron-2-whiskers-of-winter,24.99,2025-01-28,United Label,3.335,77.0,7.2,16.0,"Japanese, Portuguese, English, Spanish, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",8.5,13.0,14.5,74.5,11,6,1,Action; Adventure; Role-Playing,1,,,Odd Bug Studio,United Label,77,7.2,80.0,16.0,"TV, Tabletop, Handheld","Japanese, Portuguese, English, Spanish, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",Tails of Iron 2: Whiskers of Winter
foretales-switch,19.99,2022-09-15,Plug In Digital,1.57,77.0,7.2,12.0,"English, Spanish, French, German","Nintendo Switch, Steam",15.0,19.5,29.5,74.5,4,2,1,Board Game; Adventure,1,,,Dear Villagers,Plug In Digital,77,7.2,75.0,12.0,"TV, Tabletop, Handheld","English, Spanish, French, German","Nintendo Switch, Steam",Foretales
mechanika,5.99,2018-11-08,Mango Protocol,0.1953125,77.0,7.2,12.0,"English, Spanish, French, German, Italian, Russian, Korean","Nintendo Switch, PlayStation 4, Xbox One, Steam",2.5,2.5,3.0,74.5,7,4,1,Adventure; Puzzle,1,,,Mango Protocol,Mango Protocol,77,7.2,62.0,12.0,"TV, Tabletop, Handheld","English, Spanish, French, German, Italian, Russian, Korean","Nintendo Switch, PlayStation 4, Xbox One, Steam",MechaNika
child-of-light-ultimate-edition,19.99,2018-10-11,Ubisoft,2.156,84.0,8.0,6.0,"Japanese, English, Spanish, French, German, Italian, Portuguese, Russian, Chinese (Simplified), Chinese (Traditional)",Nintendo Switch,11.0,13.5,15.5,82.0,10,1,1,Platformer; Role-Playing; Adventure; Strategy,1 - 2,,,Ubisoft Montreal,Ubisoft,84,8.0,80.0,6.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, French, German, Italian, Portuguese, Russian, Chinese (Simplified), Chinese (Traditional)",Nintendo Switch,Child of Light Ultimate Edition
dust-an-elysian-tail,12.99,2018-09-10,Humble Hearts,1.022,84.0,8.0,12.0,"Japanese, English, Spanish, French, German, Italian","Nintendo Switch, PlayStation 4, Steam",10.0,13.5,18.5,82.0,6,3,1,Action; Role-Playing; Adventure; Platformer,1,,,Humble Hearts,Humble Hearts,84,8.0,,12.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, French, German, Italian","Nintendo Switch, PlayStation 4, Steam",Dust: An Elysian Tail
risk-of-rain-returns,14.99,2023-11-09,Gearbox Publishing,0.4404296875,84.0,7.9,12.0,"Japanese, English, Portuguese, Spanish, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, Steam",7.5,28.5,80.0,81.5,11,2,1,Action,1 - 4,,1 - 4,Hopoo Games,Gearbox Publishing,84,7.9,84.0,12.0,"TV, Tabletop, Handheld","Japanese, English, Portuguese, Spanish, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, Steam",Risk of Rain Returns
baba-is-you,12.49,2019-03-13,Hempuli,0.2255859375,84.0,7.9,0.0,"Japanese, Portuguese, English, Spanish, French, German, Italian, Dutch, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, Steam",7.5,21.5,46.5,81.5,11,2,1,Puzzle,1,,,Hempuli,Hempuli,84,7.9,84.0,0.0,"TV, Tabletop, Handheld","Japanese, Portuguese, English, Spanish, French, German, Italian, Dutch, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, Steam",Baba Is You
super-meat-boy,12.99,2018-01-11,BlitWorks,0.2177734375,84.0,7.9,12.0,"Japanese, English, Spanish, French, German, Italian, Portuguese, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",9.5,18.5,45.5,81.5,11,4,1,Platformer; Action; Adventure,1 - 2,,,Team Meat,BlitWorks,84,7.9,83.0,12.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, French, German, Italian, Portuguese, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",Super Meat Boy
beacon-pines-switch,19.99,2022-09-22,Fellow Traveller,1.121,84.0,7.8,6.0,English,"Nintendo Switch, Xbox One, Steam",5.5,6.0,6.5,81.0,1,3,1,Adventure; Puzzle,1,,,Hiding Spot,Fellow Traveller,84,7.8,81.0,6.0,"TV, Tabletop, Handheld",English,"Nintendo Switch, Xbox One, Steam",Beacon Pines
the-darkside-detective-a-fumble-in-the-dark,14.79,2021-04-15,Akupara Games,1.913,84.0,7.8,12.0,"English, Spanish, French, German, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox One, Steam",7.5,11.0,11.0,81.0,6,5,1,Adventure; Puzzle,1,,,Spooky Doorway,Akupara Games,84,7.8,81.0,12.0,"TV, Tabletop, Handheld","English, Spanish, French, German, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox One, Steam",The Darkside Detective: A Fumble in the Dark
retro-bowl,4.99,2022-02-10,FiveAcesPublishing,0.080078125,84.0,7.8,0.0,English,Nintendo Switch,5.0,26.0,34.0,81.0,1,1,1,Sports; Arcade; Simulation; Role-Playing,1,,,New Star Games,FiveAcesPublishing,84,7.8,87.0,0.0,"TV, Tabletop, Handheld",English,Nintendo Switch,Retro Bowl
thank-goodness-youre-here,17.99,2024-08-01,Panic,1.274,84.0,7.7,12.0,"Japanese, English, Spanish, French, Portuguese, German, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Steam",2.5,3.0,4.5,80.5,10,4,1,Adventure; Platformer,1,,,Coal Supper,Panic,84,7.7,85.0,12.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, French, Portuguese, German, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Steam",Thank Goodness You're Here!
infernax,19.99,2022-02-15,The Arcade Crew,0.3759765625,84.0,7.7,16.0,"English, Portuguese, Spanish, French, German, Italian, Russian","Nintendo Switch, PlayStation 4, Xbox Series X|S, Xbox One, Steam",7.0,9.0,17.0,80.5,7,5,1,Action; Platformer; Arcade,1 - 2,,,Berzerk Studio,The Arcade Crew,84,7.7,82.0,16.0,"TV, Tabletop, Handheld","English, Portuguese, Spanish, French, German, Italian, Russian","Nintendo Switch, PlayStation 4, Xbox Series X|S, Xbox One, Steam",Infernax
tactics-ogre-reborn-switch,49.99,2022-11-11,SQUARE ENIX,6.505,84.0,7.6,12.0,"Japanese, English, Spanish, French, German, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Steam",54.0,98.5,181.0,80.0,8,4,1,Role-Playing; Simulation,1,,,Square Enix,SQUARE ENIX,84,7.6,84.0,12.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, French, German, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Steam",Tactics Ogre: Reborn
superhot,22.99,2019-08-19,SUPERHOT,2.979,84.0,7.6,16.0,"Japanese, English, Portuguese, Spanish, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",2.5,5.0,20.0,80.0,11,4,1,Action; Puzzle; First-Person,1,,,SUPERHOT Team,SUPERHOT,84,7.6,82.0,16.0,"TV, Tabletop, Handheld","Japanese, English, Portuguese, Spanish, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",SUPERHOT
toki-tori-2-plus-nintendo-switch-edition,14.99,2018-02-23,Two Tribes Publishing,0.564453125,84.0,7.5,0.0,"Japanese, English, Spanish, French, German, Italian, Dutch, Portuguese, Russian, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Steam",9.0,17.5,26.0,79.5,11,3,1,Adventure; Puzzle; Platformer,1,,,Two Tribes,Two Tribes Publishing,84,7.5,80.0,0.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, French, German, Italian, Dutch, Portuguese, Russian, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Steam",Toki Tori 2+
hypnospace-outlaw,17.19,2020-08-27,No More Robots,0.7939453125,84.0,7.4,12.0,English,"Nintendo Switch, PlayStation 4, Xbox One, Steam",6.0,10.0,16.0,79.0,1,4,1,Puzzle; Role-Playing; Simulation,1,,,Tendershoot; ThatWhichIs Media; Michael Lasch,No More Robots,84,7.4,83.0,12.0,"TV, Tabletop, Handheld",English,"Nintendo Switch, PlayStation 4, Xbox One, Steam",Hypnospace Outlaw
lovers-in-a-dangerous-spacetime,14.99,2017-10-03,Asteroid Base,0.4208984375,84.0,7.3,12.0,"Japanese, English, Spanish, French, German, Italian, Portuguese, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",5.5,8.5,13.0,78.5,11,4,1,Party; Multiplayer; Action; Simulation,1 - 4,,,Asteroid Base,Asteroid Base,84,7.3,82.0,12.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, French, German, Italian, Portuguese, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",Lovers in a Dangerous Spacetime
oxenfree-ii-lost-signals,19.99,2023-07-12,Netflix,2.86,84.0,7.3,6.0,"Japanese, English, Spanish, Portuguese, French, German, Italian, Dutch, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Steam",6.0,7.5,16.5,78.5,11,4,1,Adventure; Simulation,1,,,Night School Studio,Netflix,84,7.3,78.0,6.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, Portuguese, French, German, Italian, Dutch, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Steam",OXENFREE II: Lost Signals
lonely-mountains-downhill,19.99,2020-05-07,Megagon Industries,1.207,84.0,7.3,6.0,"Japanese, English, Portuguese, Spanish, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",6.0,12.0,34.0,78.5,11,4,1,Arcade; Racing; Sports; Simulation,1,,,Megagon Industries,Megagon Industries,84,7.3,81.0,6.0,"TV, Tabletop, Handheld","Japanese, English, Portuguese, Spanish, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",Lonely Mountains: Downhill
griftlands,13.29,2021-06-04,Klei Entertainment,2.617,84.0,7.3,12.0,"Japanese, English, Portuguese, Spanish, French, German, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",11.5,27.0,55.0,78.5,10,4,1,Strategy; Role-Playing,1,,,Klei Entertainment,Klei Entertainment,84,7.3,87.0,12.0,"TV, Tabletop, Handheld","Japanese, English, Portuguese, Spanish, French, German, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",Griftlands
powerwash-simulator,24.99,2023-02-01,Square Enix Europe,4.487,84.0,7.2,0.0,"Japanese, Portuguese, English, Spanish, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",38.5,50.5,59.0,78.0,11,6,1,Simulation,1,,2 - 6,FuturLab,Square Enix Europe,84,7.2,77.0,0.0,"TV, Tabletop, Handheld","Japanese, Portuguese, English, Spanish, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",PowerWash Simulator
journey-of-the-broken-circle,8.0,2020-09-18,Nakana.io,1.295,76.0,7.1,6.0,"English, French, Portuguese, German","Nintendo Switch, PlayStation 4, Xbox One, Steam",3.0,3.5,4.5,73.5,4,4,1,Adventure; Platformer; Education; Lifestyle,1,,,Lovable Hat Cult,Nakana.io,76,7.1,74.0,6.0,"TV, Tabletop, Handheld","English, French, Portuguese, German","Nintendo Switch, PlayStation 4, Xbox One, Steam",Journey of the Broken Circle
before-i-forget,7.99,2021-04-29,Plug In Digital,0.3369140625,76.0,7.1,12.0,"English, Spanish, French, German, Italian, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, Xbox Series X|S, Xbox One, Steam",1.0,1.0,1.0,73.5,7,4,1,Adventure; Simulation,1,,,3-Fold Games,Plug In Digital,76,7.1,,12.0,"TV, Tabletop, Handheld","English, Spanish, French, German, Italian, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, Xbox Series X|S, Xbox One, Steam",Before I Forget
super-mario-party,59.99,2018-10-05,Nintendo,2.904,76.0,7.0,0.0,"Japanese, English, Spanish, French, German, Italian, Dutch, Russian, Korean, Chinese (Simplified), Chinese (Traditional)",Nintendo Switch,7.0,15.5,23.5,73.0,11,1,1,Party; Multiplayer,1 - 4,2 - 4,1 - 4,Nintendo,Nintendo,76,7.0,77.0,0.0,"TV, Tabletop","Japanese, English, Spanish, French, German, Italian, Dutch, Russian, Korean, Chinese (Simplified), Chinese (Traditional)",Nintendo Switch,Super Mario Party
aca-neogeo-metal-slug-3,6.99,2017-03-03,HAMSTER,0.1767578125,76.0,7.1,12.0,"Japanese, English, Spanish, French, German, Italian","Nintendo Switch, PlayStation 4, Xbox One",1.5,2.5,4.5,73.5,6,3,1,Action; Arcade,1 - 2,,,HAMSTER,HAMSTER,76,7.1,76.0,12.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, French, German, Italian","Nintendo Switch, PlayStation 4, Xbox One",ACA NEOGEO METAL SLUG 3
backpack-hero,18.99,2023-11-14,Pretty Soon,0.7578125,76.0,7.0,6.0,"Japanese, English, French, German, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",11.5,46.5,59.5,73.0,7,6,1,Adventure; Role-Playing; Strategy; Puzzle,1,,,Jaspel,Pretty Soon,76,7.0,72.0,6.0,"TV, Tabletop, Handheld","Japanese, English, French, German, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",Backpack Hero
arcadia-fallen,20.99,2022-01-05,Galdra Studios,0.857421875,76.0,7.0,12.0,English,"Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",7.0,9.0,12.0,73.0,1,6,1,Role-Playing; Puzzle; Simulation; Adventure,1,,,Galdra Studios,Galdra Studios,76,7.0,76.0,12.0,"TV, Tabletop, Handheld",English,"Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",Arcadia Fallen
the-long-dark,29.99,2020-09-17,Hinterland Studio,10.834,76.0,6.9,12.0,"Japanese, English, French, Portuguese, Spanish, German, Italian, Dutch, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox Series X|S, Xbox One, Steam",22.0,53.5,228.5,72.5,12,5,1,Adventure,1,,,Hinterland Studio,Hinterland Studio,76,6.9,78.0,12.0,"TV, Tabletop, Handheld","Japanese, English, French, Portuguese, Spanish, German, Italian, Dutch, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox Series X|S, Xbox One, Steam",The Long Dark
for-the-king,24.99,2019-05-09,Curve Digital,1.061,76.0,6.9,12.0,"Japanese, English, Spanish, French, German, Italian, Portuguese, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",11.5,34.0,76.5,72.5,11,4,1,Role-Playing; Adventure; Strategy; Board Game,1,2 - 3,1 - 3,IronOak Games,Curve Digital,76,6.9,75.0,12.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, French, German, Italian, Portuguese, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",For The King
lego-marvel-super-heroes-2,59.99,2017-11-29,WB Games,10.903,76.0,6.9,12.0,"English, Spanish, French, German, Italian, Dutch, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",13.0,26.0,60.0,72.5,10,4,1,Action,1 - 4,,,TT Games,WB Games,76,6.9,73.0,12.0,"TV, Tabletop, Handheld","English, Spanish, French, German, Italian, Dutch, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",LEGO Marvel Super Heroes 2
spirittea,19.99,2023-11-13,No More Robots,0.8505859375,76.0,6.9,0.0,"Japanese, English, Spanish, French, German, Italian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, Xbox Series X|S, Xbox One, Steam",30.5,46.5,62.0,72.5,9,4,1,Role-Playing; Puzzle; Adventure,1,,,Cheesemaster Games,No More Robots,76,6.9,76.0,0.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, French, German, Italian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, Xbox Series X|S, Xbox One, Steam",Spirittea
